HAUL ID,Year,Date,Sea,Ices division,Predator Latin name,Predator common name,Pooled,Mean length of predator,Prey Latin name,Prey common name,Prey group,Predator ID,Number of stomachs,Prey Length,Minimum number
END04-10-16,2010,19/02/2010,Irish Sea,VIIa,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,58.8,NEPHROPS NORVEGICUS,NORWAY LOBSTER,Lobsters,END04-10-16\HAD-1,1,,1
END04-10-2,2010,17/02/2010,Irish Sea,VIIa,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,55,NEPHROPS NORVEGICUS,NORWAY LOBSTER,Lobsters,END04-10-2\HAD-1,1,,1
END04-11-69,2011,26/02/2011,Irish Sea,VIIa,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,25.6,NEPHROPS NORVEGICUS,NORWAY LOBSTER,Lobsters,END04-11-69/HAD-3,1,,1
END04-11-53,2011,25/02/2011,Irish Sea,VIIa,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,59,NEPHROPS NORVEGICUS,NORWAY LOBSTER,Lobsters,END04-11-53/HAD-2,1,,1
END04-11-68,2011,26/02/2011,Irish Sea,VIIa,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,24.3,NEPHROPS NORVEGICUS,NORWAY LOBSTER,Lobsters,END04-11-68/HAD-5,1,1.7,1
END04-11-68,2011,26/02/2011,Irish Sea,VIIa,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,33.5,NEPHROPS NORVEGICUS,NORWAY LOBSTER,Lobsters,END04-11-68/HAD-2,1,2,1
END04-11-5,2011,19/02/2011,Irish Sea,VIIa,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,58.3,NEPHROPS NORVEGICUS,NORWAY LOBSTER,Lobsters,END04-11-5/HAD-1,1,2,1
END04-11-5,2011,19/02/2011,Irish Sea,VIIa,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,58.3,NEPHROPS NORVEGICUS,NORWAY LOBSTER,Lobsters,END04-11-5/HAD-1,1,,4
END04-11-50,2011,24/02/2011,Irish Sea,VIIa,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,38.5,NEPHROPS NORVEGICUS,NORWAY LOBSTER,Lobsters,END04-11-50/HAD-1,1,2.3,1
END04-11-26,2011,22/02/2011,Irish Sea,VIIa,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,61.8,NEPHROPS NORVEGICUS,NORWAY LOBSTER,Lobsters,END04-11-26/HAD-1,1,,1
END04-10-79,2010,26/02/2010,Irish Sea,VIIa,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,36.4,TRISOPTERUS ESMARKI,NORWAY POUT,Teleost,END04-10-79\HAD-2,1,12.80,1
END04-10-69,2010,25/02/2010,Irish Sea,VIIa,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,69.3,TRISOPTERUS ESMARKI,NORWAY POUT,Teleost,END04-10-69\HAD-1,1,12.40,1
END04-10-73,2010,25/02/2010,Irish Sea,VIIa,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,64.5,OCTOPODIDAE,OCTOPUSES,Cephalopod,END04-10-73\HAD-1,1,7.00,1
CIROL04-92-2,1992,20/03/1992,Channel,VIIe,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,43,OLIGOCHAETA,OLIGOCHAETA,Oligochaete,CIROL04-92-2\HAD-362,1,,1
LANCASHIRE-1894-S51,1894,14/05/1894,Irish Sea,VIIa,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,35.6,OPHIURA SPP,BRITTLESTAR,Ophiuroid,LANCASHIRE-1894-S51\HAD-1,1,,1
END04-11-75,2011,27/02/2011,Irish Sea,VIIa,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,49.5,OPHIURIDA (ORDER),BRITTLE-STARS,Ophiuroid,END04-11-75/HAD-1,1,,1
END04-11-17,2011,21/02/2011,Irish Sea,VIIa,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,42,OPHIURIDA (ORDER),BRITTLE-STARS,Ophiuroid,END04-11-17/HAD-2,1,1.1,1
END04-10-999,2010,17/02/2010,Irish Sea,VIIa,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,28,OPHIURIDA (ORDER),BRITTLE-STARS,Ophiuroid,END04-10-999\HAD-2,1,,1
END04-10-999,2010,17/02/2010,Irish Sea,VIIa,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,31,OPHIURIDA (ORDER),BRITTLE-STARS,Ophiuroid,END04-10-999\HAD-1,1,,1
END04-11-29,2011,22/02/2011,Irish Sea,VIIa,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,17.6,OPHIURIDA (ORDER),BRITTLE-STARS,Ophiuroid,END04-11-29/HAD-3,1,,1
END04-11-29,2011,22/02/2011,Irish Sea,VIIa,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,39.5,OPHIURIDA (ORDER),BRITTLE-STARS,Ophiuroid,END04-11-29/HAD-1,1,1,1
END04-11-43,2011,23/02/2011,Irish Sea,VIIa,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,27.7,OPHIURIDA (ORDER),BRITTLE-STARS,Ophiuroid,END04-11-43/HAD-4,1,0.5,1
END04-11-43,2011,23/02/2011,Irish Sea,VIIa,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,29.9,OPHIURIDA (ORDER),BRITTLE-STARS,Ophiuroid,END04-11-43/HAD-1,1,,1
END04-11-43,2011,23/02/2011,Irish Sea,VIIa,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,33.5,OPHIURIDA (ORDER),BRITTLE-STARS,Ophiuroid,END04-11-43/HAD-2,1,1,1
END04-11-43,2011,23/02/2011,Irish Sea,VIIa,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,31.7,OPHIURIDA (ORDER),BRITTLE-STARS,Ophiuroid,END04-11-43/HAD-3,1,0.5,1
END04-11-43,2011,23/02/2011,Irish Sea,VIIa,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,31.7,OPHIURIDA (ORDER),BRITTLE-STARS,Ophiuroid,END04-11-43/HAD-3,1,1,2
END04-11-41,2011,23/02/2011,Irish Sea,VIIa,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,34.8,OPHIURIDA (ORDER),BRITTLE-STARS,Ophiuroid,END04-11-41/HAD-2,1,1,1
END04-11-46,2011,24/02/2011,Irish Sea,VIIa,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,37,OPHIURIDA (ORDER),BRITTLE-STARS,Ophiuroid,END04-11-46/HAD-3,1,,2
END04-11-46,2011,24/02/2011,Irish Sea,VIIa,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,30.4,OPHIURIDA (ORDER),BRITTLE-STARS,Ophiuroid,END04-11-46/HAD-4,1,,1
END04-11-43,2011,23/02/2011,Irish Sea,VIIa,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,25.6,OPHIURIDA (ORDER),BRITTLE-STARS,Ophiuroid,END04-11-43/HAD-6,1,0.4,1
END04-11-49,2011,24/02/2011,Irish Sea,VIIa,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,32,OPHIURIDA (ORDER),BRITTLE-STARS,Ophiuroid,END04-11-49/HAD-3,1,1,1
CLION11-83-58,1983,23/09/1983,Irish Sea,VIIa,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,42,OPHIURIDA (ORDER),BRITTLE-STARS,Ophiuroid,CLION11-83-58\HAD-2,1,,1
CLION11-83-56,1983,23/09/1983,Irish Sea,VIIa,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,17,OPHIURIDA (ORDER),BRITTLE-STARS,Ophiuroid,CLION11-83-56\HAD-1,1,,1
CLION11-83-58,1983,23/09/1983,Irish Sea,VIIa,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,35,OPHIURIDA (ORDER),BRITTLE-STARS,Ophiuroid,CLION11-83-58\HAD-1,1,,1
CLION11-83-49,1983,21/09/1983,Irish Sea,VIIa,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,33,OPHIURIDA (ORDER),BRITTLE-STARS,Ophiuroid,CLION11-83-49\HAD-1,1,,1
CLION11-83-29,1983,16/09/1983,Irish Sea,VIIa,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,30,OPHIURIDA (ORDER),BRITTLE-STARS,Ophiuroid,CLION11-83-29\HAD-2,1,,1
CLION11-83-35,1983,17/09/1983,Irish Sea,VIIa,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,50,OPHIURIDA (ORDER),BRITTLE-STARS,Ophiuroid,CLION11-83-35\HAD-1,1,,1
CLION11-83-29,1983,16/09/1983,Irish Sea,VIIa,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,31,OPHIURIDA (ORDER),BRITTLE-STARS,Ophiuroid,CLION11-83-29\HAD-1,1,,1
CLION11-83-28,1983,16/09/1983,Irish Sea,VIIa,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,13,OPHIURIDA (ORDER),BRITTLE-STARS,Ophiuroid,CLION11-83-28\HAD-2,1,,1
CLION11-83-28,1983,16/09/1983,Irish Sea,VIIa,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,14,OPHIURIDA (ORDER),BRITTLE-STARS,Ophiuroid,CLION11-83-28\HAD-3,1,,11
CLION11-83-28,1983,16/09/1983,Irish Sea,VIIa,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,14,OPHIURIDA (ORDER),BRITTLE-STARS,Ophiuroid,CLION11-83-28\HAD-1,1,,5
CLION11-83-23,1983,14/09/1983,Irish Sea,VIIa,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,13,OPHIURIDA (ORDER),BRITTLE-STARS,Ophiuroid,CLION11-83-23\HAD-1,1,,1
END04-10-26,2010,20/02/2010,Irish Sea,VIIa,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,56.9,PALAEMONIDAE,PALAEMONID SHRIMPS,Shrimp,END04-10-26\HAD-1,1,,1
END04-10-26,2010,20/02/2010,Irish Sea,VIIa,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,56.9,PALAEMONIDAE,PALAEMONID SHRIMPS,Shrimp,END04-10-26\HAD-1,1,,1
END04-10-26,2010,20/02/2010,Irish Sea,VIIa,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,56.9,PALAEMONIDAE,PALAEMONID SHRIMPS,Shrimp,END04-10-26\HAD-1,1,,1
END04-10-61,2010,24/02/2010,Irish Sea,VIIa,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,30.8,PALAEMONIDAE,PALAEMONID SHRIMPS,Shrimp,END04-10-61\HAD-2,1,,1
END04-11-62,2011,26/02/2011,Irish Sea,VIIa,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,44,PANDALUS SPP,PINK SHRIMPS (NEI),Shrimp,END04-11-62/HAD-1,1,,1
END04-11-27,2011,22/02/2011,Irish Sea,VIIa,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,32.5,PANDALUS SPP,PINK SHRIMPS (NEI),Shrimp,END04-11-27/HAD-4,1,,1
END04-11-27,2011,22/02/2011,Irish Sea,VIIa,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,32.5,PANDALUS SPP,PINK SHRIMPS (NEI),Shrimp,END04-11-27/HAD-4,1,,1
END04-11-27,2011,22/02/2011,Irish Sea,VIIa,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,25.7,PANDALUS SPP,PINK SHRIMPS (NEI),Shrimp,END04-11-27/HAD-3,1,,1
CLION11-83-54,1983,22/09/1983,Irish Sea,VIIa,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,13,PANDALUS SPP,PINK SHRIMPS (NEI),Shrimp,CLION11-83-54\HAD-1,1,5.00,1
END04-10-33,2010,20/02/2010,Irish Sea,VIIa,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,50.3,PANDALUS MONTAGUI,PINK SHRIMP,Shrimp,END04-10-33\HAD-1,1,,1
CLION11-83-54,1983,22/09/1983,Irish Sea,VIIa,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,14,PASIPHAEA SIVADO,GHOST SHRIMP,Shrimp,CLION11-83-54\HAD-5,1,,3
END04-11-29,2011,22/02/2011,Irish Sea,VIIa,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,30.5,EUPAGURUS BERNHARDUS,HERMIT CRAB,Anomura,END04-11-29/HAD-10,1,,1
LANCASHIRE-1894-S51,1894,14/05/1894,Irish Sea,VIIa,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,35.6,CHLAMYS TIGERINA,TIGER SCALLOP,Bivalve,LANCASHIRE-1894-S51\HAD-1,1,,1
END04-10-98,2010,28/02/2010,Irish Sea,VIIa,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,48.6,PANDALUS SPP,PINK SHRIMPS (NEI),Shrimp,END04-10-98\HAD-2,1,,1
END04-10-98,2010,28/02/2010,Irish Sea,VIIa,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,37,PANDALUS SPP,PINK SHRIMPS (NEI),Shrimp,END04-10-98\HAD-4,1,,1
END04-10-69,2010,25/02/2010,Irish Sea,VIIa,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,69.3,PANDALUS SPP,PINK SHRIMPS (NEI),Shrimp,END04-10-69\HAD-1,1,,1
CIROL03-91-18,1991,20/03/1991,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,24,PANDALUS SPP,PINK SHRIMPS (NEI),Shrimp,CIROL03-91-18\HAD-1003072,1,,1
CIROL04-92-2,1992,20/03/1992,Channel,VIIe,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,43,POLYCHAETA,BRISTLE WORMS,Polychaete,CIROL04-92-2\HAD-362,1,,1
CIROL04-92-2,1992,20/03/1992,Channel,VIIe,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,39,POLYCHAETA,BRISTLE WORMS,Polychaete,CIROL04-92-2\HAD-363,1,,1
CIROL04-92-2,1992,20/03/1992,Channel,VIIe,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,27,POLYCHAETA,BRISTLE WORMS,Polychaete,CIROL04-92-2\HAD-360,1,,5
CIROL04-92-2,1992,20/03/1992,Channel,VIIe,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,40,POLYCHAETA,BRISTLE WORMS,Polychaete,CIROL04-92-2\HAD-364,1,,1
CIROL04-92-2,1992,20/03/1992,Channel,VIIe,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,39,POLYCHAETA,BRISTLE WORMS,Polychaete,CIROL04-92-2\HAD-372,1,,1
CIROL04-92-21,1992,30/03/1992,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,60,POLYCHAETA,BRISTLE WORMS,Polychaete,CIROL04-92-21\HAD-334,1,,1
CLION11-83-35,1983,17/09/1983,Irish Sea,VIIa,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,50,POLYCHAETA,BRISTLE WORMS,Polychaete,CLION11-83-35\HAD-1,1,,2
CLION11-83-29,1983,16/09/1983,Irish Sea,VIIa,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,31,POLYCHAETA,BRISTLE WORMS,Polychaete,CLION11-83-29\HAD-1,1,,1
CLION11-83-58,1983,23/09/1983,Irish Sea,VIIa,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,35,POLYCHAETA,BRISTLE WORMS,Polychaete,CLION11-83-58\HAD-1,1,,1
END04-10-34,2010,21/02/2010,Irish Sea,VIIa,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,32,POLYCHAETA,BRISTLE WORMS,Polychaete,END04-10-34\HAD-4,1,,1
END04-10-35,2010,21/02/2010,Irish Sea,VIIa,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,45,POLYCHAETA,BRISTLE WORMS,Polychaete,END04-10-35\HAD-1,1,,1
END04-10-37,2010,21/02/2010,Irish Sea,VIIa,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,43.9,POLYCHAETA,BRISTLE WORMS,Polychaete,END04-10-37\HAD-1,1,,1
END04-10-95,2010,28/02/2010,Irish Sea,VIIa,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,41.4,POLYCHAETA,BRISTLE WORMS,Polychaete,END04-10-95\HAD-1,1,,2
END04-10-98,2010,28/02/2010,Irish Sea,VIIa,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,49.9,POLYCHAETA,BRISTLE WORMS,Polychaete,END04-10-98\HAD-1,1,,1
CLION11-83-54,1983,22/09/1983,Irish Sea,VIIa,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,17,GAMMARIDAE,GAMMARID AMPHIPODS,Amphipod,CLION11-83-54\HAD-7,1,,1
CIROL03-91-7,1991,12/03/1991,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,49,ECHINOIDEA,SEA URCHINS (NEI),Urchin,CIROL03-91-7\HAD-1003071,1,,1
CLION11-83-29,1983,16/09/1983,Irish Sea,VIIa,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,31,CARIDEA,SHRIMPS,Shrimp,CLION11-83-29\HAD-1,1,,1
CLION11-83-56,1983,23/09/1983,Irish Sea,VIIa,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,17,CARIDEA,SHRIMPS,Shrimp,CLION11-83-56\HAD-1,1,,1
CIROL03-78-A2,1978,01/03/1978,North Sea,IVb/IVc,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,33,SPRATTUS (CLUPEA) SPRATTUS,SPRAT,Teleost,CIROL03-78-A2\HAD-4,1,,1
END04-10-69,2010,25/02/2010,Irish Sea,VIIa,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,69.3,SPRATTUS (CLUPEA) SPRATTUS,SPRAT,Teleost,END04-10-69\HAD-1,1,8.10,1
END04-10-2,2010,17/02/2010,Irish Sea,VIIa,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,55,SPRATTUS (CLUPEA) SPRATTUS,SPRAT,Teleost,END04-10-2\HAD-1,1,,1
END04-10-93,2010,28/02/2010,Irish Sea,VIIa,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,58,SPRATTUS (CLUPEA) SPRATTUS,SPRAT,Teleost,END04-10-93\HAD-1,1,7.00,1
END04-10-21,2010,19/02/2010,Irish Sea,VIIa,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,41.5,GALATHEA SPP,SQUAT LOBSTERS,Anomura,END04-10-21\HAD-1,1,,16
END04-10-33,2010,20/02/2010,Irish Sea,VIIa,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,60.4,GALATHEA SPP,SQUAT LOBSTERS,Anomura,END04-10-33\HAD-2,1,,3
END04-10-50,2010,22/02/2010,Irish Sea,VIIa,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,27.5,GALATHEA SPP,SQUAT LOBSTERS,Anomura,END04-10-50\HAD-4,1,,1
END04-10-33,2010,20/02/2010,Irish Sea,VIIa,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,45.9,GALATHEA SPP,SQUAT LOBSTERS,Anomura,END04-10-33\HAD-4,1,,6
END04-10-33,2010,20/02/2010,Irish Sea,VIIa,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,35.2,GALATHEA SPP,SQUAT LOBSTERS,Anomura,END04-10-33\HAD-5,1,,7
END04-10-33,2010,20/02/2010,Irish Sea,VIIa,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,60.9,GALATHEA SPP,SQUAT LOBSTERS,Anomura,END04-10-33\HAD-3,1,,8
END04-10-33,2010,20/02/2010,Irish Sea,VIIa,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,36.6,GALATHEA SPP,SQUAT LOBSTERS,Anomura,END04-10-33\HAD-7,1,,1
END04-10-88,2010,27/02/2010,Irish Sea,VIIa,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,55,PORTUNUS (MACROPIPUS) SPP,SWIMMING CRABS,Crab,END04-10-88\HAD-1,1,2.00,1
END04-11-34,2011,22/02/2011,Irish Sea,VIIa,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,43.5,TELLINA SPP,TELLIN,Bivalve,END04-11-34/HAD-2,1,,1
CIROL04-92-17,1992,29/03/1992,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,24,TUBEWORMS ,TUBEWORMS ,Polychaete,CIROL04-92-17\HAD-326,1,,1
CIROL04-92-2,1992,20/03/1992,Channel,VIIe,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,41,TUBEWORMS ,TUBEWORMS ,Polychaete,CIROL04-92-2\HAD-371,1,,1
CIROL04-92-20,1992,30/03/1992,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,22,DIGESTED REMAINS,DIGESTED REMAINS,Unknown,CIROL04-92-20\HAD-328,1,,1
CIROL04-92-21,1992,30/03/1992,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,24,DIGESTED REMAINS,DIGESTED REMAINS,Unknown,CIROL04-92-21\HAD-331,1,,1
CIROL04-92-21,1992,30/03/1992,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,23,DIGESTED REMAINS,DIGESTED REMAINS,Unknown,CIROL04-92-21\HAD-332,1,,1
CIROL04-92-21,1992,30/03/1992,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,33,DIGESTED REMAINS,DIGESTED REMAINS,Unknown,CIROL04-92-21\HAD-333,1,,1
CIROL04-92-28,1992,01/04/1992,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,26,DIGESTED REMAINS,DIGESTED REMAINS,Unknown,CIROL04-92-28\HAD-351,1,,1
CIROL04-92-25,1992,31/03/1992,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,20,DIGESTED REMAINS,DIGESTED REMAINS,Unknown,CIROL04-92-25\HAD-343,1,,1
CIROL04-92-25,1992,31/03/1992,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,23,DIGESTED REMAINS,DIGESTED REMAINS,Unknown,CIROL04-92-25\HAD-344,1,,1
CIROL04-92-27,1992,31/03/1992,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,19,DIGESTED REMAINS,DIGESTED REMAINS,Unknown,CIROL04-92-27\HAD-345,1,,1
CIROL04-92-22,1992,30/03/1992,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,31,DIGESTED REMAINS,DIGESTED REMAINS,Unknown,CIROL04-92-22\HAD-340,1,,1
CIROL04-92-25,1992,31/03/1992,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,18,DIGESTED REMAINS,DIGESTED REMAINS,Unknown,CIROL04-92-25\HAD-341,1,,1
CIROL04-92-2,1992,20/03/1992,Channel,VIIe,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,20,DIGESTED REMAINS,DIGESTED REMAINS,Unknown,CIROL04-92-2\HAD-365,1,,1
CIROL04-92-15,1992,29/03/1992,Celtic Sea,VIIj,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,21,DIGESTED REMAINS,DIGESTED REMAINS,Unknown,CIROL04-92-15\HAD-375,1,,1
END04-11-49,2011,24/02/2011,Irish Sea,VIIa,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,34.5,BUCCINUM UNDATUM,COMMON WHELK,Gastropod,END04-11-49/HAD-2,1,,12
END04-10-26,2010,20/02/2010,Irish Sea,VIIa,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,56.9,GLYPTOCEPHALUS CYNOGLOSSUS,WITCH,Teleost,END04-10-26\HAD-1,1,6.40,1
END04-10-26,2010,20/02/2010,Irish Sea,VIIa,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,56.9,GLYPTOCEPHALUS CYNOGLOSSUS,WITCH,Teleost,END04-10-26\HAD-1,1,7.60,1
END04-10-26,2010,20/02/2010,Irish Sea,VIIa,MELANOGRAMMUS AEGLEFINUS,HADDOCK,n,56.9,GLYPTOCEPHALUS CYNOGLOSSUS,WITCH,Teleost,END04-10-26\HAD-1,1,11.40,1
